"V1" "V2"
"1" -73 1
"2" -72 2
"3" -71 2
"4" -70 2
"5" -69 5
"6" -68 7
"7" -67 9
"8" -66 18
"9" -65 25
"10" -64 11
"11" -63 3
"12" -62 1
