"Name" "Mac Adresse" "Entfernung" "Zeit in ms" "RSSI" "Nordic chip" "Wasserdicht" "On/Off Button"
"2185" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "53516" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2186" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "55030" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2187" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "55032" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2188" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "55358" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2189" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "55360" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2190" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "55522" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2191" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "55524" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2192" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "58398" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2193" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "58400" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2194" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "58620" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2195" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "58622" "-75" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2196" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "136" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2197" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "138" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2198" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "968" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2199" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "970" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2200" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "1578" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2201" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "1580" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2202" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "1928" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2203" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "1930" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2204" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "2122" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2205" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "2124" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2206" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "2302" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2207" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "2478" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2208" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "2480" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2209" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "2650" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2210" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "2652" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2211" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "2836" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2212" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "2838" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2213" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "3254" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2214" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "3256" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2215" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "3732" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2216" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "3734" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2217" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "5254" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2218" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "5256" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2219" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "5908" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2220" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "5910" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2221" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "6156" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2222" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "6158" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2223" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "6356" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2224" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "6358" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2225" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "6560" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2226" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "6838" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2227" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "7386" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2228" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "7388" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2229" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "7668" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2230" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "7670" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2231" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "7878" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2232" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "7880" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2233" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "8630" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2234" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "8632" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2235" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "8848" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2236" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "8850" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2237" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "9458" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2238" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "9460" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2239" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "9932" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2240" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "9934" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2241" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "10116" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2242" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "10118" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2243" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "10392" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2244" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "10394" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2245" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "10482" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2246" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "11552" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2247" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "11732" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2248" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "11734" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2249" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "11922" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2250" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "11924" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2251" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "12518" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2252" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "12520" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2253" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "12714" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2254" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "12716" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2255" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "13100" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2256" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "13102" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2257" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "14790" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2258" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "14792" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2259" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "14982" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2260" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "14984" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2261" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "15542" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2262" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "15544" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2263" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "15936" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2264" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "15938" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2265" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "16494" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2266" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "16496" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2267" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "17044" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2268" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "18052" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2269" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "18054" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2270" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "18538" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2271" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "18540" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2272" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "18934" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2273" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "18936" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2274" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "19508" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2275" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "19698" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2276" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "19896" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2277" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "20086" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2278" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "20088" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2279" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "20470" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2280" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "20472" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2281" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "21626" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2282" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "21628" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2283" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "22742" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2284" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "22744" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2285" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "22922" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2286" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "22924" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2287" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "23482" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2288" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "23484" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2289" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "24064" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2290" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "24066" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2291" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "24826" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2292" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "24828" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2293" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "25304" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2294" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "25306" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2295" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "27050" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2296" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "29722" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2297" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "29724" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2298" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "31554" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2299" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "32162" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2300" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "32164" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2301" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "32470" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2302" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "32472" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2303" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "33366" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2304" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "34728" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2305" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "34730" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2306" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "37810" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2307" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "37812" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2308" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "40022" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2309" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "40024" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2310" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "40216" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2311" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "42996" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2312" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "42998" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2313" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "44704" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2314" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "50220" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2315" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "50686" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2316" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "50688" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2317" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "50926" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2318" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "50928" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2319" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "51104" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2320" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "51106" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2321" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "51990" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2322" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "51992" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2323" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "52158" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2324" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "52160" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2325" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "52454" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2326" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "52456" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2327" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "52606" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2328" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "52608" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2329" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "52754" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2330" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "52756" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2331" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "53266" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2332" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "53268" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2333" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "53518" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2334" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "53984" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2335" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "53986" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2336" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "54684" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2337" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "54686" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2338" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "55700" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2339" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "55702" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2340" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "55854" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2341" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "55856" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2342" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "56094" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2343" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "56096" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2344" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "56562" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2345" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "56564" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2346" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "56802" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2347" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "56804" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2348" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "56952" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2349" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "56954" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2350" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "57100" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2351" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "57256" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2352" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "57258" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2353" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "57560" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2354" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "57562" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2355" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "57900" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2356" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "58068" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2357" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "58070" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2358" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "58232" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2359" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "58234" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2360" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "61256" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2361" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "61258" "-74" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2362" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "2304" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2363" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "3334" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2364" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "4632" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2365" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "6558" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2366" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "6836" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2367" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "11554" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2368" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "15746" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2369" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "15748" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2370" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "17042" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2371" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "19506" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"2372" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "1 m" "19700" "-73" "BLE 4.0 chip nicht bekannt" "nein" "nein"
