"Name" "Mac Adresse" "Entfernung" "Zeit in ms" "RSSI" "Nordic chip" "Wasserdicht" "On/Off Button"
"1013" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "24832" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1014" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "24970" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1015" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "24972" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1016" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "25358" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1017" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "26470" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1018" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "26472" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1019" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "26778" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1020" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "26946" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1021" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "27100" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1022" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "27102" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1023" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "27822" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1024" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "27824" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1025" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "27984" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1026" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "28966" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1027" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "28968" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1028" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "29276" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1029" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "29278" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1030" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "29460" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1031" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "29462" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1032" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "29628" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1033" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "29630" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1034" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "30324" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1035" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "30326" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1036" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "30524" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1037" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "30526" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1038" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "32194" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1039" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "32196" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1040" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "32714" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1041" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "32716" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1042" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "32854" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1043" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "32856" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1044" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "32994" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1045" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "32996" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1046" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "33436" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1047" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "33596" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1048" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "33598" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1049" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "34410" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1050" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "34546" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1051" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "34548" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1052" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "35042" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1053" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "35162" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1054" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "35164" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1055" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "35294" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1056" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "35296" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1057" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "35784" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1058" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "35910" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1059" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "35912" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1060" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "36492" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1061" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "36494" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1062" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "37130" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1063" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "37132" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1064" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "37272" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1065" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "37400" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1066" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "38108" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1067" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "38110" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1068" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "38244" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1069" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "38748" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1070" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "39338" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1071" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "39340" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1072" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "39474" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1073" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "39476" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1074" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "39628" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1075" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "39630" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1076" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "39788" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1077" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "39790" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1078" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "39940" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1079" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "39942" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1080" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "40562" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1081" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "40764" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1082" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "41422" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1083" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "41562" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1084" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "41564" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1085" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "41686" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1086" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "41688" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1087" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "41918" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1088" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "41920" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1089" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42036" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1090" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42140" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1091" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42142" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1092" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42256" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1093" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42258" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1094" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42378" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1095" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42380" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1096" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42486" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1097" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42488" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1098" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42620" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1099" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42622" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1100" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "42978" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1101" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "43146" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1102" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "43148" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1103" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "43320" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1104" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "43432" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1105" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "43746" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1106" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "44830" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1107" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "45646" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1108" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "46406" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1109" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "46408" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1110" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "46636" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1111" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "46900" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1112" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "47464" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1113" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "47772" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1114" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "49216" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1115" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "54280" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1116" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "56662" "-68" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1117" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "780" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1118" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "2032" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1119" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "3488" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1120" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "4052" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1121" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "4054" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1122" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "5096" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1123" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "5458" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1124" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "5840" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1125" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "6204" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1126" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "6694" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1127" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "7936" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1128" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "7938" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1129" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "8730" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1130" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "9366" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1131" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "13106" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1132" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "18568" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1133" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "19956" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1134" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "19958" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1135" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "22524" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1136" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "24830" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1137" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "26944" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1138" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "33276" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1139" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "34412" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1140" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "35040" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1141" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "35546" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1142" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "38242" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1143" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "38874" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1144" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "40236" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1145" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "41420" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1146" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "43318" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1147" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "43744" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1148" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "44404" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1149" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "46634" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1150" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "51372" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1151" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "52398" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1152" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "55564" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1153" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "57490" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1154" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "61106" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1155" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "61582" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1156" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "61584" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1157" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "64000" "-67" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1158" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "2030" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1159" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "2552" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1160" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "2730" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1161" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "3264" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1162" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "6846" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1163" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "8728" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1164" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "9364" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1165" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "13104" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1166" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "13872" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1167" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "14350" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1168" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "16592" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1169" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "17086" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1170" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "17452" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1171" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "19346" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1172" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "23768" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1173" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "24384" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1174" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "26776" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1175" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "37270" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1176" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "37398" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1177" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "38746" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1178" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "43430" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1179" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "46898" "-66" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1180" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "464" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1181" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "1256" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1182" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "1258" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1183" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "2290" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1184" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "2990" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1185" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "3176" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1186" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "3178" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1187" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "3830" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1188" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "4232" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1189" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "4666" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1190" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "5382" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1191" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "5546" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1192" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "5842" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1193" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "6034" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1194" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "6276" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
"1195" "Gigaset-keeper" "7C:2F:80:C2:6E:4F" "0.5 m" "6596" "-65" "BLE 4.0 chip nicht bekannt" "nein" "nein"
