90;-28
91;FF:DB:93:54:27:DF
92;-34
93;FF:DB:93:54:27:DF
94;-34
95;FF:DB:93:54:27:DF
96;-34
97;FF:DB:93:54:27:DF
98;-33
99;FF:DB:93:54:27:DF
100;-34
101;FF:DB:93:54:27:DF
102;-33
103;68:08:6D:A6:8A:C7
104;-46
105;FF:DB:93:54:27:DF
106;-32
107;FF:DB:93:54:27:DF
108;-32
109;FF:DB:93:54:27:DF
110;-32
111;FF:DB:93:54:27:DF
112;-32
113;36:0E:A1:64:6B:E9
114;-75
115;FF:DB:93:54:27:DF
116;-32
117;FF:DB:93:54:27:DF
118;-31
119;C5:4D:FA:67:11:E7
120;-67
121;C2:DE:96:57:2A:E2
122;-40
123;FF:DB:93:54:27:DF
124;-32
125;FF:DB:93:54:27:DF
126;-30
127;FF:DB:93:54:27:DF
128;-33
129;FF:DB:93:54:27:DF
130;-33
131;FF:DB:93:54:27:DF
132;-35
133;FF:DB:93:54:27:DF
134;-34
135;68:08:6D:A6:8A:C7
136;-56
137;68:08:6D:A6:8A:C7
138;-56
139;36:0E:A1:64:6B:E9
140;-73
141;FF:DB:93:54:27:DF
142;-34
143;FF:DB:93:54:27:DF
144;-33
145;C2:DE:96:57:2A:E2
146;-43
147;FF:DB:93:54:27:DF
148;-32
149;FF:DB:93:54:27:DF
150;-32
151;FF:DB:93:54:27:DF
152;-32
153;FF:DB:93:54:27:DF
154;-31
155;36:0E:A1:64:6B:E9
156;-81
157;FF:DB:93:54:27:DF
158;-32
159;FF:DB:93:54:27:DF
160;-31
161;FF:DB:93:54:27:DF
162;-34
163;FF:DB:93:54:27:DF
164;-34
165;36:0E:A1:64:6B:E9
166;-86
167;FF:DB:93:54:27:DF
168;-33
169;FF:DB:93:54:27:DF
170;-32
171;FF:DB:93:54:27:DF
172;-32
173;FF:DB:93:54:27:DF
174;-30
175;68:08:6D:A6:8A:C7
176;-61
177;68:08:6D:A6:8A:C7
178;-61
179;C8:50:FD:6A:14:EA
180;-63
181;AC:23:3F:24:AF:81
182;-65
183;AC:23:3F:24:AF:81
184;-66
185;FF:DB:93:54:27:DF
186;-35
187;FF:DB:93:54:27:DF
188;-33
189;36:0E:A1:64:6B:E9
190;-86
191;FF:DB:93:54:27:DF
192;-33
193;FF:DB:93:54:27:DF
194;-31
195;C2:DE:96:57:2A:E2
196;-40
197;FF:DB:93:54:27:DF
198;-32
199;FF:DB:93:54:27:DF
200;-31
201;FF:DB:93:54:27:DF
202;-31
203;FF:DB:93:54:27:DF
204;-30
205;C8:50:FD:6A:14:EA
206;-63
207;FF:DB:93:54:27:DF
208;-32
209;FF:DB:93:54:27:DF
210;-31
211;68:08:6D:A6:8A:C7
212;-54
213;68:08:6D:A6:8A:C7
214;-54
215;FF:DB:93:54:27:DF
216;-25
217;36:0E:A1:64:6B:E9
218;-85
219;FF:DB:93:54:27:DF
220;-35
221;FF:DB:93:54:27:DF
222;-34
223;C8:50:FD:6A:14:EA
224;-64
225;36:0E:A1:64:6B:E9
226;-94
227;FF:DB:93:54:27:DF
228;-32
229;FF:DB:93:54:27:DF
230;-30
231;FF:DB:93:54:27:DF
232;-50
233;FF:DB:93:54:27:DF
234;-51
235;FF:DB:93:54:27:DF
236;-32
237;FF:DB:93:54:27:DF
238;-30
239;C9:51:FE:6B:15:EB
240;-63
241;68:08:6D:A6:8A:C7
242;-54
243;68:08:6D:A6:8A:C7
244;-53
245;36:0E:A1:64:6B:E9
246;-81
247;C2:DE:96:57:2A:E2
248;-43
249;FF:DB:93:54:27:DF
250;-34
251;FF:DB:93:54:27:DF
252;-34
253;FF:DB:93:54:27:DF
254;-32
255;FF:DB:93:54:27:DF
256;-32
257;C8:50:FD:6A:14:EA
258;-64
259;FF:DB:93:54:27:DF
260;-25
261;FF:DB:93:54:27:DF
262;-32
263;FF:DB:93:54:27:DF
264;-30
265;FF:DB:93:54:27:DF
266;-30
267;FF:DB:93:54:27:DF
268;-31
269;EC:94:19:54:21:2F
270;-72
271;36:0E:A1:64:6B:E9
272;-81
273;C2:DE:96:57:2A:E2
274;-43
275;68:08:6D:A6:8A:C7
276;-56
277;68:08:6D:A6:8A:C7
278;-55
279;C5:4D:FA:67:11:E7
280;-66
281;FF:DB:93:54:27:DF
282;-34
283;FF:DB:93:54:27:DF
284;-33
285;C8:50:FD:6A:14:EA
286;-72
287;FF:DB:93:54:27:DF
288;-33
289;FF:DB:93:54:27:DF
290;-32
291;FF:DB:93:54:27:DF
292;-32
293;FF:DB:93:54:27:DF
294;-32
295;FF:DB:93:54:27:DF
296;-32
297;FF:DB:93:54:27:DF
298;-30
299;36:0E:A1:64:6B:E9
300;-81
301;FF:DB:93:54:27:DF
302;-32
303;FF:DB:93:54:27:DF
304;-30
305;C2:DE:96:57:2A:E2
306;-28
307;C8:50:FD:6A:14:EA
308;-64
309;68:08:6D:A6:8A:C7
310;-54
311;68:08:6D:A6:8A:C7
312;-55
313;36:0E:A1:64:6B:E9
314;-87
315;FF:DB:93:54:27:DF
316;-35
317;FF:DB:93:54:27:DF
318;-34
319;EC:A5:DE:FB:86:3E
320;-42
321;FF:DB:93:54:27:DF
322;-32
323;FF:DB:93:54:27:DF
324;-31
325;36:0E:A1:64:6B:E9
326;-82
327;C2:DE:96:57:2A:E2
328;-43
329;FF:DB:93:54:27:DF
330;-32
331;FF:DB:93:54:27:DF
332;-30
333;C8:50:FD:6A:14:EA
334;-71
335;36:0E:A1:64:6B:E9
336;-87
337;FF:DB:93:54:27:DF
338;-34
339;FF:DB:93:54:27:DF
340;-33
341;FF:DB:93:54:27:DF
342;-32
343;FF:DB:93:54:27:DF
344;-31
345;68:08:6D:A6:8A:C7
346;-45
347;68:08:6D:A6:8A:C7
348;-56
349;FF:DB:93:54:27:DF
350;-32
351;FF:DB:93:54:27:DF
352;-31
353;36:0E:A1:64:6B:E9
354;-82
355;FF:DB:93:54:27:DF
356;-32
357;FF:DB:93:54:27:DF
358;-31
359;FF:DB:93:54:27:DF
360;-32
361;FF:DB:93:54:27:DF
362;-31
363;C8:50:FD:6A:14:EA
364;-71
365;36:0E:A1:64:6B:E9
366;-70
367;FF:DB:93:54:27:DF
368;-33
369;FF:DB:93:54:27:DF
370;-34
371;36:0E:A1:64:6B:E9
372;-81
373;FF:DB:93:54:27:DF
374;-3
375;C2:DE:96:57:2A:E2
376;-40
377;68:08:6D:A6:8A:C7
378;-63
379;68:08:6D:A6:8A:C7
380;-63
381;FF:DB:93:54:27:DF
382;-35
383;FF:DB:93:54:27:DF
384;-34
385;36:0E:A1:64:6B:E9
386;-87
387;FF:DB:93:54:27:DF
388;-32
389;FF:DB:93:54:27:DF
390;-32
391;EC:94:19:54:21:2F
392;-62
393;FF:DB:93:54:27:DF
394;-32
395;FF:DB:93:54:27:DF
396;-31
397;FF:DB:93:54:27:DF
398;-32
399;FF:DB:93:54:27:DF
400;-31
401;36:0E:A1:64:6B:E9
402;-82
403;FF:DB:93:54:27:DF
404;-3
405;C2:DE:96:57:2A:E2
406;-41
407;FF:DB:93:54:27:DF
408;-32
409;FF:DB:93:54:27:DF
410;-31
411;C8:50:FD:6A:14:EA
412;-72
413;68:08:6D:A6:8A:C7
414;-63
415;68:08:6D:A6:8A:C7
416;-63
417;36:0E:A1:64:6B:E9
418;-78
419;FF:DB:93:54:27:DF
420;-34
421;FF:DB:93:54:27:DF
422;-33
423;FF:DB:93:54:27:DF
424;-33
425;FF:DB:93:54:27:DF
426;-33
427;FF:DB:93:54:27:DF
428;-32
429;FF:DB:93:54:27:DF
430;-31
431;AC:23:3F:24:AF:81
432;-71
433;AC:23:3F:24:AF:81
434;-72
435;FF:DB:93:54:27:DF
436;-32
437;FF:DB:93:54:27:DF
438;-30
439;C2:DE:96:57:2A:E2
440;-41
441;FF:DB:93:54:27:DF
442;-32
443;FF:DB:93:54:27:DF
444;-31
445;C5:4D:FA:67:11:E7
446;-78
447;C5:4D:FA:67:11:E7
448;-79
449;FF:DB:93:54:27:DF
450;-35
451;FF:DB:93:54:27:DF
452;-33
453;FF:DB:93:54:27:DF
454;-33
455;FF:DB:93:54:27:DF
456;-35
457;FF:DB:93:54:27:DF
458;-34
459;FF:DB:93:54:27:DF
460;-34
461;36:0E:A1:64:6B:E9
462;-87
463;FF:DB:93:54:27:DF
464;-33
465;FF:DB:93:54:27:DF
466;-31
467;36:0E:A1:64:6B:E9
468;-92
469;FF:DB:93:54:27:DF
470;-34
471;FF:DB:93:54:27:DF
472;-34
473;FF:DB:93:54:27:DF
474;-32
475;FF:DB:93:54:27:DF
476;-32
477;FF:DB:93:54:27:DF
478;-32
479;FF:DB:93:54:27:DF
480;-31
481;36:0E:A1:64:6B:E9
482;-82
483;C2:DE:96:57:2A:E2
484;-43
485;68:08:6D:A6:8A:C7
486;-54
487;68:08:6D:A6:8A:C7
488;-54
489;FF:DB:93:54:27:DF
490;-50
491;FF:DB:93:54:27:DF
492;-51
493;FF:DB:93:54:27:DF
494;-32
495;FF:DB:93:54:27:DF
496;-30
497;C8:50:FD:6A:14:EA
498;-48
499;36:0E:A1:64:6B:E9
500;-87
501;FF:DB:93:54:27:DF
502;-34
503;FF:DB:93:54:27:DF
504;-34
505;FF:DB:93:54:27:DF
506;-34
507;FF:DB:93:54:27:DF
508;-33
509;36:0E:A1:64:6B:E9
510;-82
511;FF:DB:93:54:27:DF
512;-32
513;FF:DB:93:54:27:DF
514;-31
515;68:08:6D:A6:8A:C7
516;-43
517;C8:50:FD:6A:14:EA
518;-73
519;36:0E:A1:64:6B:E9
520;-75
521;EC:94:19:54:21:2F
522;-61
523;FF:DB:93:54:27:DF
524;-34
525;FF:DB:93:54:27:DF
526;-33
527;FF:DB:93:54:27:DF
528;-32
529;FF:DB:93:54:27:DF
530;-34
531;36:0E:A1:64:6B:E9
532;-79
533;FF:DB:93:54:27:DF
534;-33
535;FF:DB:93:54:27:DF
536;-34
537;FF:DB:93:54:27:DF
538;-32
539;FF:DB:93:54:27:DF
540;-30
541;68:08:6D:A6:8A:C7
542;-59
543;68:08:6D:A6:8A:C7
544;-59
545;FF:DB:93:54:27:DF
546;-34
547;FF:DB:93:54:27:DF
548;-33
549;FF:DB:93:54:27:DF
550;-32
551;FF:DB:93:54:27:DF
552;-32
553;C2:DE:96:57:2A:E2
554;-28
555;36:0E:A1:64:6B:E9
556;-79
557;FF:DB:93:54:27:DF
558;-32
559;FF:DB:93:54:27:DF
560;-32
561;C9:51:FE:6B:15:EB
562;-72
563;FF:DB:93:54:27:DF
564;-32
565;FF:DB:93:54:27:DF
566;-31
567;EC:A5:DE:FB:86:3E
568;-28
569;C8:50:FD:6A:14:EA
570;-72
571;36:0E:A1:64:6B:E9
572;-87
573;FF:DB:93:54:27:DF
574;-33
575;FF:DB:93:54:27:DF
576;-33
577;FF:DB:93:54:27:DF
578;-34
579;FF:DB:93:54:27:DF
580;-33
581;C2:DE:96:57:2A:E2
582;-40
583;68:08:6D:A6:8A:C7
584;-61
585;68:08:6D:A6:8A:C7
586;-60
587;36:0E:A1:64:6B:E9
588;-80
589;FF:DB:93:54:27:DF
590;-32
591;FF:DB:93:54:27:DF
592;-31
593;FF:DB:93:54:27:DF
594;-32
595;FF:DB:93:54:27:DF
596;-31
597;C8:50:FD:6A:14:EA
598;-73
599;FF:DB:93:54:27:DF
600;-32
601;FF:DB:93:54:27:DF
602;-32
603;36:0E:A1:64:6B:E9
604;-88
605;C5:4D:FA:67:11:E7
606;-68
607;FF:DB:93:54:27:DF
608;-31
609;FF:DB:93:54:27:DF
610;-31
611;C2:DE:96:57:2A:E2
612;-40
613;36:0E:A1:64:6B:E9
614;-85
615;68:08:6D:A6:8A:C7
616;-42
617;C8:50:FD:6A:14:EA
618;-76
619;FF:DB:93:54:27:DF
620;-34
621;FF:DB:93:54:27:DF
622;-33
623;36:0E:A1:64:6B:E9
624;-88
625;FF:DB:93:54:27:DF
626;-34
627;FF:DB:93:54:27:DF
628;-33
629;C2:DE:96:57:2A:E2
630;-42
631;36:0E:A1:64:6B:E9
632;-79
633;C8:50:FD:6A:14:EA
634;-76
635;EC:94:19:54:21:2F
636;-57
637;FF:DB:93:54:27:DF
638;-32
639;FF:DB:93:54:27:DF
640;-30
641;68:08:6D:A6:8A:C7
642;-41
643;FF:DB:93:54:27:DF
644;-31
645;FF:DB:93:54:27:DF
646;-31
647;C2:DE:96:57:2A:E2
648;-43
649;36:0E:A1:64:6B:E9
650;-78
651;FF:DB:93:54:27:DF
652;-33
653;FF:DB:93:54:27:DF
654;-31
655;C8:50:FD:6A:14:EA
656;-61
657;FF:DB:93:54:27:DF
658;-32
659;FF:DB:93:54:27:DF
660;-30
661;AC:23:3F:24:AF:81
662;-67
663;AC:23:3F:24:AF:81
664;-69
665;FF:DB:93:54:27:DF
666;-35
667;FF:DB:93:54:27:DF
668;-34
669;68:08:6D:A6:8A:C7
670;-46
671;36:0E:A1:64:6B:E9
672;-79
673;FF:DB:93:54:27:DF
674;-33
675;FF:DB:93:54:27:DF
676;-31
677;EC:A5:DE:FB:86:3E
678;-40
679;FF:DB:93:54:27:DF
680;-31
681;FF:DB:93:54:27:DF
682;-31
683;C8:50:FD:6A:14:EA
684;-61
685;36:0E:A1:64:6B:E9
686;-87
687;FF:DB:93:54:27:DF
688;-34
689;FF:DB:93:54:27:DF
690;-33
691;C2:DE:96:57:2A:E2
692;-80
693;FF:DB:93:54:27:DF
694;-32
695;FF:DB:93:54:27:DF
696;-31
697;36:0E:A1:64:6B:E9
698;-79
699;FF:DB:93:54:27:DF
700;-34
701;FF:DB:93:54:27:DF
702;-33
703;68:08:6D:A6:8A:C7
704;-41
705;FF:DB:93:54:27:DF
706;-33
707;FF:DB:93:54:27:DF
708;-33
709;36:0E:A1:64:6B:E9
710;-89
711;FF:DB:93:54:27:DF
712;-49
713;FF:DB:93:54:27:DF
714;-47
715;FF:DB:93:54:27:DF
716;-32
717;FF:DB:93:54:27:DF
718;-31
719;FF:DB:93:54:27:DF
720;-32
721;FF:DB:93:54:27:DF
722;-31
723;C8:50:FD:6A:14:EA
724;-70
725;FF:DB:93:54:27:DF
726;-34
727;FF:DB:93:54:27:DF
728;-33
729;68:08:6D:A6:8A:C7
730;-57
731;68:08:6D:A6:8A:C7
732;-57
733;36:0E:A1:64:6B:E9
734;-88
735;FF:DB:93:54:27:DF
736;-32
737;FF:DB:93:54:27:DF
738;-30
739;C2:DE:96:57:2A:E2
740;-41
741;FF:DB:93:54:27:DF
742;-32
743;FF:DB:93:54:27:DF
744;-30
745;FF:DB:93:54:27:DF
746;-34
747;FF:DB:93:54:27:DF
748;-33
749;36:0E:A1:64:6B:E9
750;-90
751;FF:DB:93:54:27:DF
752;-34
753;FF:DB:93:54:27:DF
754;-34
755;C8:50:FD:6A:14:EA
756;-71
757;36:0E:A1:64:6B:E9
758;-87
759;FF:DB:93:54:27:DF
760;-32
761;FF:DB:93:54:27:DF
762;-31
763;68:08:6D:A6:8A:C7
764;-57
765;68:08:6D:A6:8A:C7
766;-58
767;C2:DE:96:57:2A:E2
768;-23
769;FF:DB:93:54:27:DF
770;-31
771;FF:DB:93:54:27:DF
772;-31
773;36:0E:A1:64:6B:E9
774;-79
775;C8:50:FD:6A:14:EA
776;-70
777;FF:DB:93:54:27:DF
778;-34
779;FF:DB:93:54:27:DF
780;-33
781;FF:DB:93:54:27:DF
782;-33
783;FF:DB:93:54:27:DF
784;-33
785;36:0E:A1:64:6B:E9
786;-88
787;FF:DB:93:54:27:DF
788;-33
789;FF:DB:93:54:27:DF
790;-33
791;FF:DB:93:54:27:DF
792;-31
793;FF:DB:93:54:27:DF
794;-32
795;C2:DE:96:57:2A:E2
796;-42
797;EC:A5:DE:FB:86:3E
798;-42
799;FF:DB:93:54:27:DF
800;-31
801;FF:DB:93:54:27:DF
802;-31
803;36:0E:A1:64:6B:E9
804;-90
805;68:08:6D:A6:8A:C7
806;-57
807;68:08:6D:A6:8A:C7
808;-57
809;FF:DB:93:54:27:DF
810;-31
811;FF:DB:93:54:27:DF
812;-30
813;FF:DB:93:54:27:DF
814;-32
815;FF:DB:93:54:27:DF
816;-31
817;FF:DB:93:54:27:DF
818;-32
819;FF:DB:93:54:27:DF
820;-31
821;FF:DB:93:54:27:DF
822;-32
823;FF:DB:93:54:27:DF
824;-31
825;C2:DE:96:57:2A:E2
826;-40
827;FF:DB:93:54:27:DF
828;-34
829;FF:DB:93:54:27:DF
830;-33
831;36:0E:A1:64:6B:E9
832;-89
833;C8:50:FD:6A:14:EA
834;-69
835;36:0E:A1:64:6B:E9
836;-81
837;C2:DE:96:57:2A:E2
838;-40
839;36:0E:A1:64:6B:E9
840;-87
841;FF:DB:93:54:27:DF
842;-32
843;FF:DB:93:54:27:DF
844;-30
845;C8:50:FD:6A:14:EA
846;-69
847;C9:51:FE:6B:15:EB
848;-70
849;FF:DB:93:54:27:DF
850;-35
851;FF:DB:93:54:27:DF
852;-33
853;36:0E:A1:64:6B:E9
854;-80
855;68:08:6D:A6:8A:C7
856;-55
857;FF:DB:93:54:27:DF
858;-31
859;FF:DB:93:54:27:DF
860;-31
861;FF:DB:93:54:27:DF
862;-32
863;FF:DB:93:54:27:DF
864;-32
865;EC:94:19:54:21:2F
866;-62
867;FF:DB:93:54:27:DF
868;-32
869;FF:DB:93:54:27:DF
870;-31
871;C8:50:FD:6A:14:EA
872;-71
873;FF:DB:93:54:27:DF
874;-34
875;FF:DB:93:54:27:DF
876;-33
877;36:0E:A1:64:6B:E9
878;-79
879;FF:DB:93:54:27:DF
880;-34
881;FF:DB:93:54:27:DF
882;-33
883;C2:DE:96:57:2A:E2
884;-44
885;FF:DB:93:54:27:DF
886;-33
887;FF:DB:93:54:27:DF
888;-34
889;FF:DB:93:54:27:DF
890;-32
891;FF:DB:93:54:27:DF
892;-32
893;AC:23:3F:24:AF:81
894;-71
895;AC:23:3F:24:AF:81
896;-71
897;FF:DB:93:54:27:DF
898;-32
899;FF:DB:93:54:27:DF
900;-30
901;36:0E:A1:64:6B:E9
902;-89
903;EC:A5:DE:FB:86:3E
904;-42
905;C2:DE:96:57:2A:E2
906;-28
907;36:0E:A1:64:6B:E9
908;-78
909;C8:50:FD:6A:14:EA
910;-61
911;68:08:6D:A6:8A:C7
912;-59
913;68:08:6D:A6:8A:C7
914;-60
915;FF:DB:93:54:27:DF
916;-32
917;FF:DB:93:54:27:DF
918;-30
919;36:0E:A1:64:6B:E9
920;-88
921;FF:DB:93:54:27:DF
922;-34
923;FF:DB:93:54:27:DF
924;-33
925;C2:DE:96:57:2A:E2
926;-42
927;FF:DB:93:54:27:DF
928;-32
929;FF:DB:93:54:27:DF
930;-32
931;36:0E:A1:64:6B:E9
932;-78
933;C8:50:FD:6A:14:EA
934;-64
935;FF:DB:93:54:27:DF
936;-50
937;FF:DB:93:54:27:DF
938;-48
939;FF:DB:93:54:27:DF
940;-32
941;FF:DB:93:54:27:DF
942;-31
943;36:0E:A1:64:6B:E9
944;-73
945;FF:DB:93:54:27:DF
946;-33
947;FF:DB:93:54:27:DF
948;-33
949;36:0E:A1:64:6B:E9
950;-77
951;C8:50:FD:6A:14:EA
952;-52
953;FF:DB:93:54:27:DF
954;-32
955;FF:DB:93:54:27:DF
956;-30
957;36:0E:A1:64:6B:E9
958;-89
959;FF:DB:93:54:27:DF
960;-32
961;FF:DB:93:54:27:DF
962;-31
963;FF:DB:93:54:27:DF
964;-34
965;FF:DB:93:54:27:DF
966;-33
967;C2:DE:96:57:2A:E2
968;-28
969;EC:94:19:54:21:2F
970;-68
971;FF:DB:93:54:27:DF
972;-32
973;FF:DB:93:54:27:DF
974;-31
975;C8:50:FD:6A:14:EA
976;-69
977;FF:DB:93:54:27:DF
978;-31
979;FF:DB:93:54:27:DF
980;-30
981;FF:DB:93:54:27:DF
982;-34
983;FF:DB:93:54:27:DF
984;-33
985;36:0E:A1:64:6B:E9
986;-87
987;FF:DB:93:54:27:DF
988;-34
989;FF:DB:93:54:27:DF
990;-33
991;FF:DB:93:54:27:DF
992;-34
993;FF:DB:93:54:27:DF
994;-35
995;C2:DE:96:57:2A:E2
996;-40
997;FF:DB:93:54:27:DF
998;-33
999;FF:DB:93:54:27:DF
1000;-33
1001;36:0E:A1:64:6B:E9
1002;-77
1003;FF:DB:93:54:27:DF
1004;-32
1005;FF:DB:93:54:27:DF
1006;-32
1007;C8:50:FD:6A:14:EA
1008;-52
1009;FF:DB:93:54:27:DF
1010;-32
1011;FF:DB:93:54:27:DF
1012;-30
1013;68:08:6D:A6:8A:C7
1014;-58
1015;68:08:6D:A6:8A:C7
1016;-58
1017;EC:A5:DE:FB:86:3E
1018;-43
1019;36:0E:A1:64:6B:E9
1020;-87
1021;C2:DE:96:57:2A:E2
1022;-43
1023;FF:DB:93:54:27:DF
1024;-34
1025;FF:DB:93:54:27:DF
1026;-34
1027;FF:DB:93:54:27:DF
1028;-34
1029;FF:DB:93:54:27:DF
1030;-33
1031;C5:4D:FA:67:11:E7
1032;-75
1033;C5:4D:FA:67:11:E7
1034;-75
1035;36:0E:A1:64:6B:E9
1036;-78
1037;C8:50:FD:6A:14:EA
1038;-70
1039;36:0E:A1:64:6B:E9
1040;-86
1041;68:08:6D:A6:8A:C7
1042;-56
1043;68:08:6D:A6:8A:C7
1044;-58
1045;FF:DB:93:54:27:DF
1046;-34
1047;FF:DB:93:54:27:DF
1048;-33
1049;36:0E:A1:64:6B:E9
1050;-86
1051;C8:50:FD:6A:14:EA
1052;-67
1053;FF:DB:93:54:27:DF
1054;-32
1055;FF:DB:93:54:27:DF
1056;-30
1057;C2:DE:96:57:2A:E2
1058;-40
1059;FF:DB:93:54:27:DF
1060;-32
1061;FF:DB:93:54:27:DF
1062;-31
1063;FF:DB:93:54:27:DF
1064;-31
1065;FF:DB:93:54:27:DF
1066;-31
1067;68:08:6D:A6:8A:C7
1068;-59
1069;68:08:6D:A6:8A:C7
1070;-59
1071;FF:DB:93:54:27:DF
1072;-34
1073;FF:DB:93:54:27:DF
1074;-34
1075;C8:50:FD:6A:14:EA
1076;-67
1077;FF:DB:93:54:27:DF
1078;-31
1079;FF:DB:93:54:27:DF
1080;-32
1081;FF:DB:93:54:27:DF
1082;-11
1083;FF:DB:93:54:27:DF
1084;-30
1085;36:0E:A1:64:6B:E9
1086;-78
1087;FF:DB:93:54:27:DF
1088;-32
1089;FF:DB:93:54:27:DF
1090;-30
1091;EC:94:19:54:21:2F
1092;-48
1093;FF:DB:93:54:27:DF
1094;-34
1095;FF:DB:93:54:27:DF
1096;-33
1097;FF:DB:93:54:27:DF
1098;-35
1099;FF:DB:93:54:27:DF
1100;-33
1101;36:0E:A1:64:6B:E9
1102;-88
1103;FF:DB:93:54:27:DF
1104;-32
1105;FF:DB:93:54:27:DF
1106;-32
1107;36:0E:A1:64:6B:E9
1108;-88
1109;FF:DB:93:54:27:DF
1110;-34
1111;C2:DE:96:57:2A:E2
1112;-43
1113;FF:DB:93:54:27:DF
1114;-35
1115;FF:DB:93:54:27:DF
1116;-33
1117;AC:23:3F:24:AF:81
1118;-75
1119;AC:23:3F:24:AF:81
1120;-75
1121;FF:DB:93:54:27:DF
1122;-33
1123;FF:DB:93:54:27:DF
1124;-31
1125;36:0E:A1:64:6B:E9
1126;-88
1127;C8:50:FD:6A:14:EA
1128;-62
1129;FF:DB:93:54:27:DF
1130;-32
1131;FF:DB:93:54:27:DF
1132;-30
1133;EC:A5:DE:FB:86:3E
1134;-42
1135;FF:DB:93:54:27:DF
1136;-32
1137;FF:DB:93:54:27:DF
1138;-30
1139;FF:DB:93:54:27:DF
1140;-32
1141;FF:DB:93:54:27:DF
1142;-31
1143;36:0E:A1:64:6B:E9
1144;-74
1145;68:08:6D:A6:8A:C7
1146;-57
1147;68:08:6D:A6:8A:C7
1148;-57
1149;C2:DE:96:57:2A:E2
1150;-42
1151;C9:51:FE:6B:15:EB
1152;-71
1153;FF:DB:93:54:27:DF
1154;-33
1155;FF:DB:93:54:27:DF
1156;-34
1157;FF:DB:93:54:27:DF
1158;-34
1159;FF:DB:93:54:27:DF
1160;-33
1161;36:0E:A1:64:6B:E9
1162;-90
1163;68:08:6D:A6:8A:C7
1164;-55
1165;68:08:6D:A6:8A:C7
1166;-57
1167;36:0E:A1:64:6B:E9
1168;-90
1169;C8:50:FD:6A:14:EA
1170;-64
1171;C5:4D:FA:67:11:E7
1172;-75
1173;C5:4D:FA:67:11:E7
1174;-75
1175;36:0E:A1:64:6B:E9
1176;-79
1177;C2:DE:96:57:2A:E2
1178;-28
1179;36:0E:A1:64:6B:E9
1180;-77
1181;36:0E:A1:64:6B:E9
1182;-88
1183;C2:DE:96:57:2A:E2
1184;-43
1185;C8:50:FD:6A:14:EA
1186;-69
1187;68:08:6D:A6:8A:C7
1188;-57
1189;68:08:6D:A6:8A:C7
1190;-59
1191;36:0E:A1:64:6B:E9
1192;-88
1193;C8:50:FD:6A:14:EA
1194;-52
1195;36:0E:A1:64:6B:E9
1196;-78
1197;EC:A5:DE:FB:86:3E
1198;-40
1199;C2:DE:96:57:2A:E2
1200;-40
1201;36:0E:A1:64:6B:E9
1202;-88
1203;68:08:6D:A6:8A:C7
1204;-56
1205;68:08:6D:A6:8A:C7
1206;-58
1207;C8:50:FD:6A:14:EA
1208;-68
1209;36:0E:A1:64:6B:E9
1210;-79
1211;C2:DE:96:57:2A:E2
1212;-42
1213;C8:50:FD:6A:14:EA
1214;-70
1215;68:08:6D:A6:8A:C7
1216;-58
1217;68:08:6D:A6:8A:C7
1218;-60
1219;C2:DE:96:57:2A:E2
1220;-40
1221;C8:50:FD:6A:14:EA
1222;-70
1223;36:0E:A1:64:6B:E9
1224;-76
1225;FF:DB:93:54:27:DF
1226;-50
1227;FF:DB:93:54:27:DF
1228;-48
1229;EC:94:19:54:21:2F
