"Die Zeit in Minuten" "max Raum 1 : red" "max Raum 2 : green"
"1" 1 -69 -63
"2" 2 -69 -63
"3" 3 -69 -63
"4" 4 -69 -63
"5" 5 -69 -63
"6" 6 -69 -63
"7" 7 -69 -63
"8" 8 -69 -63
"9" 9 -69 -63
"10" 10 -69 -63
"11" 11 -67 -63
"12" 12 -67 -63
"13" 13 -67 -63
"14" 14 -67 -63
"15" 15 -67 -63
"16" 16 -67 -63
"17" 17 -67 -63
"18" 18 -67 -63
"19" 19 -67 -63
"20" 20 -67 -63
