      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr AC:23:3F:24:98:CB (Public)
      bdaddr F5:21:9F:4D:65:99 (Random)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr FF:DB:93:54:27:DF (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:98:CB (Public)
      bdaddr AC:23:3F:24:B3:18 (Public)
      bdaddr AC:23:3F:24:CC:F1 (Public)
      bdaddr AC:23:3F:24:CC:F1 (Public)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr AC:23:3F:24:99:46 (Public)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr AC:23:3F:24:C8:AD (Public)
      bdaddr AC:23:3F:24:C8:AD (Public)
      bdaddr AC:23:3F:24:99:57 (Public)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr AC:23:3F:24:CC:F1 (Public)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr C8:2E:E5:77:F2:AB (Random)
      bdaddr C8:2E:E5:77:F2:AB (Random)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr AC:23:3F:24:C8:AD (Public)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:98:CB (Public)
      bdaddr AC:23:3F:24:98:CB (Public)
      bdaddr EC:81:BC:0D:F1:DA (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr F5:21:9F:4D:65:99 (Random)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr C5:4D:FA:67:11:E7 (Random)
      bdaddr C5:4D:FA:67:11:E7 (Random)
      bdaddr AC:23:3F:24:B3:18 (Public)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:CC:EF (Public)
      bdaddr AC:23:3F:24:CC:EF (Public)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:CC:F1 (Public)
      bdaddr FE:1A:BC:95:57:3C (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr AC:23:3F:24:99:57 (Public)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:CC:F1 (Public)
      bdaddr AC:23:3F:24:99:46 (Public)
      bdaddr AC:23:3F:24:99:46 (Public)
      bdaddr F5:21:9F:4D:65:99 (Random)
      bdaddr AC:23:3F:24:C8:AD (Public)
      bdaddr AC:23:3F:24:C8:AD (Public)
      bdaddr AC:23:3F:24:99:57 (Public)
      bdaddr AC:23:3F:24:99:57 (Public)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr EC:A5:DE:FB:86:3E (Random)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:99:57 (Public)
      bdaddr EC:94:19:54:21:2F (Random)
      bdaddr FF:DB:93:54:27:DF (Random)
      bdaddr AC:23:3F:24:98:CB (Public)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr AC:23:3F:24:98:CB (Public)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr EC:81:BC:0D:F1:DA (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr C9:51:FE:6B:15:EB (Random)
      bdaddr AC:23:3F:24:98:CB (Public)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:B3:18 (Public)
      bdaddr AC:23:3F:24:B3:18 (Public)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr F5:21:9F:4D:65:99 (Random)
      bdaddr F5:21:9F:4D:65:99 (Random)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:CC:EF (Public)
      bdaddr AC:23:3F:24:AF:81 (Public)
      bdaddr AC:23:3F:24:AF:81 (Public)
      bdaddr AC:23:3F:24:C8:AD (Public)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:CC:EF (Public)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr C2:1E:C0:99:5B:40 (Random)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:99:46 (Public)
      bdaddr AC:23:3F:24:CC:EF (Public)
      bdaddr C5:4D:FA:67:11:E7 (Random)
      bdaddr AC:23:3F:24:CC:F1 (Public)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:98:CB (Public)
      bdaddr AC:23:3F:24:99:46 (Public)
      bdaddr AC:23:3F:24:99:46 (Public)
      bdaddr AC:23:3F:24:C8:AD (Public)
      bdaddr AC:23:3F:24:C8:AD (Public)
      bdaddr AC:23:3F:24:99:57 (Public)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr FE:1A:BC:95:57:3C (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:CC:F1 (Public)
      bdaddr EC:A5:DE:FB:86:3E (Random)
      bdaddr AC:23:3F:24:98:CB (Public)
      bdaddr EC:94:19:54:21:2F (Random)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr AC:23:3F:24:99:46 (Public)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:C8:AD (Public)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr EC:81:BC:0D:F1:DA (Random)
      bdaddr AC:23:3F:24:B3:18 (Public)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:99:46 (Public)
      bdaddr AC:23:3F:24:CC:EF (Public)
      bdaddr FF:DB:93:54:27:DF (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:C8:AD (Public)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr C8:50:FD:6A:14:EA (Random)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr F5:21:9F:4D:65:99 (Random)
      bdaddr AC:23:3F:24:99:57 (Public)
      bdaddr 12:F8:5F:BC:50:32 (Random)
      bdaddr AC:23:3F:24:CC:F1 (Public)
      bdaddr C1:1D:BF:98:5A:3F (Random)
      bdaddr C2:DE:96:57:2A:E2 (Random)
      bdaddr C8:50:FD:6A:14:EA (Random)
