      RSSI: -79
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -72
      RSSI: -69
      RSSI: -69
      RSSI: -72
      RSSI: -72
      RSSI: -80
      RSSI: -72
      RSSI: -70
      RSSI: -72
      RSSI: -72
      RSSI: -75
      RSSI: -83
      RSSI: -80
      RSSI: -72
      RSSI: -82
      RSSI: -82
      RSSI: -71
      RSSI: -72
      RSSI: -73
      RSSI: -73
      RSSI: -74
      RSSI: -74
      RSSI: -72
      RSSI: -82
      RSSI: -72
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -88
      RSSI: -68
      RSSI: -73
      RSSI: -81
      RSSI: -80
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -72
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -72
      RSSI: -75
      RSSI: -83
      RSSI: -83
      RSSI: -86
      RSSI: -72
      RSSI: -77
      RSSI: -77
      RSSI: -81
      RSSI: -80
      RSSI: -87
      RSSI: -87
      RSSI: -65
      RSSI: -65
      RSSI: -65
      RSSI: -65
      RSSI: -82
      RSSI: -72
      RSSI: -72
      RSSI: -73
      RSSI: -71
      RSSI: -74
      RSSI: -72
      RSSI: -72
      RSSI: -78
      RSSI: -72
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -87
      RSSI: -71
      RSSI: -74
      RSSI: -79
      RSSI: -87
      RSSI: -88
      RSSI: -72
      RSSI: -74
      RSSI: -72
      RSSI: -71
      RSSI: -74
      RSSI: -72
      RSSI: -78
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -74
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -75
      RSSI: -70
      RSSI: -82
      RSSI: -81
      RSSI: -73
      RSSI: -74
      RSSI: -80
      RSSI: -80
      RSSI: -70
      RSSI: -78
      RSSI: -71
      RSSI: -63
      RSSI: -63
      RSSI: -75
      RSSI: -76
      RSSI: -78
      RSSI: -78
      RSSI: -85
      RSSI: -85
      RSSI: -78
      RSSI: -74
      RSSI: -91
      RSSI: -94
      RSSI: -77
      RSSI: -72
      RSSI: -67
      RSSI: -67
      RSSI: -77
      RSSI: -77
      RSSI: -81
      RSSI: -74
      RSSI: -77
      RSSI: -70
      RSSI: -71
      RSSI: -71
      RSSI: -79
      RSSI: -79
      RSSI: -81
      RSSI: -83
      RSSI: -101
      RSSI: -74
      RSSI: -76
      RSSI: -71
      RSSI: -79
      RSSI: -79
      RSSI: -70
      RSSI: -88
      RSSI: -88
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -75
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -75
      RSSI: -72
      RSSI: -75
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -88
      RSSI: -72
      RSSI: -68
      RSSI: -77
      RSSI: -72
      RSSI: -79
      RSSI: -80
      RSSI: -77
      RSSI: -63
      RSSI: -64
      RSSI: -75
      RSSI: -72
      RSSI: -72
      RSSI: -56
      RSSI: -82
      RSSI: -57
      RSSI: -66
      RSSI: -66
      RSSI: -67
      RSSI: -67
      RSSI: -83
      RSSI: -84
      RSSI: -80
      RSSI: -80
      RSSI: -77
      RSSI: -72
      RSSI: -71
      RSSI: -71
      RSSI: -71
      RSSI: -72
      RSSI: -72
      RSSI: -80
      RSSI: -80
      RSSI: -73
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -74
      RSSI: -82
      RSSI: -72
      RSSI: -89
      RSSI: -91
      RSSI: -82
      RSSI: -76
      RSSI: -77
      RSSI: -80
      RSSI: -79
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -86
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -86
      RSSI: -80
      RSSI: -81
      RSSI: -72
      RSSI: -74
      RSSI: -72
      RSSI: -82
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -83
      RSSI: -71
      RSSI: -80
      RSSI: -80
      RSSI: -71
      RSSI: -87
      RSSI: -87
      RSSI: -75
      RSSI: -76
      RSSI: -72
      RSSI: -65
      RSSI: -64
      RSSI: -75
      RSSI: -75
      RSSI: -67
      RSSI: -75
      RSSI: -78
      RSSI: -78
      RSSI: -71
      RSSI: -79
      RSSI: -69
      RSSI: -68
      RSSI: -68
      RSSI: -77
      RSSI: -72
      RSSI: -78
      RSSI: -78
      RSSI: -82
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -75
      RSSI: -70
      RSSI: -82
      RSSI: -73
      RSSI: -73
      RSSI: -72
      RSSI: -79
      RSSI: -79
      RSSI: -87
      RSSI: -88
      RSSI: -83
      RSSI: -82
      RSSI: -74
      RSSI: -79
      RSSI: -79
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -72
      RSSI: -78
      RSSI: -80
      RSSI: -79
      RSSI: -74
      RSSI: -79
      RSSI: -79
      RSSI: -70
      RSSI: -77
      RSSI: -72
      RSSI: -84
      RSSI: -85
      RSSI: -72
      RSSI: -64
      RSSI: -64
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -75
      RSSI: -72
      RSSI: -79
      RSSI: -79
      RSSI: -79
      RSSI: -79
      RSSI: -74
      RSSI: -85
      RSSI: -85
      RSSI: -77
      RSSI: -72
      RSSI: -71
      RSSI: -71
      RSSI: -92
      RSSI: -80
      RSSI: -80
      RSSI: -65
      RSSI: -65
      RSSI: -75
      RSSI: -77
      RSSI: -72
      RSSI: -71
      RSSI: -72
      RSSI: -74
      RSSI: -75
      RSSI: -80
      RSSI: -80
      RSSI: -71
      RSSI: -83
      RSSI: -70
      RSSI: -80
      RSSI: -80
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -75
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -75
      RSSI: -87
      RSSI: -86
      RSSI: -79
      RSSI: -80
      RSSI: -70
      RSSI: -83
      RSSI: -72
      RSSI: -70
      RSSI: -77
      RSSI: -72
      RSSI: -80
      RSSI: -80
      RSSI: -76
      RSSI: -74
      RSSI: -70
      RSSI: -72
      RSSI: -72
      RSSI: -72
      RSSI: -82
      RSSI: -82
      RSSI: -83
      RSSI: -71
      RSSI: -71
      RSSI: -80
      RSSI: -80
      RSSI: -72
