      RSSI: -63
      RSSI: -64
      RSSI: -76
      RSSI: -96
      RSSI: -68
      RSSI: -76
      RSSI: -63
      RSSI: -63
      RSSI: -63
      RSSI: -98
      RSSI: -75
      RSSI: -83
      RSSI: -83
      RSSI: -76
      RSSI: -69
      RSSI: -88
      RSSI: -73
      RSSI: -95
      RSSI: -80
      RSSI: -75
      RSSI: -67
      RSSI: -77
      RSSI: -54
      RSSI: -88
      RSSI: -84
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -48
      RSSI: -69
      RSSI: -98
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -51
      RSSI: -71
      RSSI: -83
      RSSI: -62
      RSSI: -88
      RSSI: -71
      RSSI: -70
      RSSI: -71
      RSSI: -72
      RSSI: -72
      RSSI: -82
      RSSI: -75
      RSSI: -61
      RSSI: -63
      RSSI: -69
      RSSI: -71
      RSSI: -71
      RSSI: -67
      RSSI: -77
      RSSI: -86
      RSSI: -53
      RSSI: -63
      RSSI: -78
      RSSI: -67
      RSSI: -57
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -63
      RSSI: -58
      RSSI: -88
      RSSI: -78
      RSSI: -99
      RSSI: -62
      RSSI: -64
      RSSI: -83
      RSSI: -83
      RSSI: -83
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -67
      RSSI: -63
      RSSI: -63
      RSSI: -77
      RSSI: -97
      RSSI: -76
      RSSI: -83
      RSSI: -78
      RSSI: -83
      RSSI: -75
      RSSI: -69
      RSSI: -70
      RSSI: -86
      RSSI: -87
      RSSI: -61
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -76
      RSSI: -64
      RSSI: -98
      RSSI: -78
      RSSI: -77
      RSSI: -65
      RSSI: -78
      RSSI: -76
      RSSI: -98
      RSSI: -63
      RSSI: -80
      RSSI: -73
      RSSI: -82
      RSSI: -81
      RSSI: -88
      RSSI: -62
      RSSI: -87
      RSSI: -84
      RSSI: -64
      RSSI: -64
      RSSI: -88
      RSSI: -78
      RSSI: -76
      RSSI: -76
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -62
      RSSI: -80
      RSSI: -77
      RSSI: -71
      RSSI: -98
      RSSI: -88
      RSSI: -63
      RSSI: -63
      RSSI: -64
      RSSI: -75
      RSSI: -89
      RSSI: -75
      RSSI: -81
      RSSI: -69
      RSSI: -69
      RSSI: -69
      RSSI: -84
      RSSI: -84
      RSSI: -90
      RSSI: -71
      RSSI: -75
      RSSI: -70
      RSSI: -50
      RSSI: -80
      RSSI: -71
      RSSI: -72
      RSSI: -73
      RSSI: -89
      RSSI: -88
      RSSI: -69
      RSSI: -79
      RSSI: -93
      RSSI: -93
      RSSI: -57
      RSSI: -76
      RSSI: -84
      RSSI: -84
      RSSI: -67
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -68
      RSSI: -69
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -67
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -67
      RSSI: -66
      RSSI: -81
      RSSI: -89
      RSSI: -67
      RSSI: -72
      RSSI: -61
      RSSI: -68
      RSSI: -80
      RSSI: -82
      RSSI: -68
      RSSI: -67
      RSSI: -90
      RSSI: -69
      RSSI: -69
      RSSI: -68
      RSSI: -58
      RSSI: -83
      RSSI: -73
      RSSI: -76
      RSSI: -67
      RSSI: -74
      RSSI: -72
      RSSI: -82
      RSSI: -93
      RSSI: -93
      RSSI: -66
      RSSI: -71
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -67
      RSSI: -67
      RSSI: -88
      RSSI: -96
      RSSI: -73
      RSSI: -82
      RSSI: -74
      RSSI: -96
      RSSI: -98
      RSSI: -92
      RSSI: -70
      RSSI: -70
      RSSI: -79
      RSSI: -56
      RSSI: -51
      RSSI: -71
      RSSI: -49
      RSSI: -84
      RSSI: -89
      RSSI: -67
      RSSI: -70
      RSSI: -90
      RSSI: -75
      RSSI: -80
      RSSI: -71
      RSSI: -74
      RSSI: -71
      RSSI: -88
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -63
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -62
      RSSI: -73
      RSSI: -74
      RSSI: -78
      RSSI: -54
      RSSI: -75
      RSSI: -89
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -55
      RSSI: -71
      RSSI: -67
      RSSI: -87
      RSSI: -87
      RSSI: -83
      RSSI: -85
      RSSI: -60
      RSSI: -75
      RSSI: -79
      RSSI: -60
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -67
      RSSI: -73
      RSSI: -74
      RSSI: -77
      RSSI: -78
      RSSI: -75
      RSSI: -87
      RSSI: -87
      RSSI: -75
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -75
      RSSI: -75
      RSSI: -79
      RSSI: -98
      RSSI: -87
      RSSI: -87
      RSSI: -88
      RSSI: -70
      RSSI: -76
      RSSI: -79
      RSSI: -88
      RSSI: -79
      RSSI: -80
      RSSI: -88
      RSSI: -70
      RSSI: -70
      RSSI: -61
      RSSI: -76
      RSSI: -60
      RSSI: -86
      bdaddr AC:23:3F:24:98:CB (Public)
      RSSI: -62
      RSSI: -70
      RSSI: -70
      RSSI: -78
      RSSI: -75
      RSSI: -68
      RSSI: -82
      RSSI: -82
      RSSI: -71
